age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,coffee_per_day,breaks_per_day,night_usage,distraction_score,addiction_level,productivity_score
,,3.447196504,3.142904969,,195.8265069,97.72950495,1.514236997,0,0,,Medium,24.49527338
31,6.403755297,5.993544743,5.802763867,8.657701049,111.7572874,100,2.251553415,8.246052591,1,0.681657792,High,64.50814546
28,12.70031517,2.608837161,7.70182495,6.200976931,331.9552264,100,,8.01086424,1,4.253870967,Medium,90.822167
27,8.710496725,3.775021467,1.777560749,4.907305717,266.2303448,89.24740283,4.084984023,1.051392951,1,12.11083284,Medium,23.31912021
16,5.8844747,1.443373909,5.003978757,7.227275917,485.0430674,96.77019551,0.398381364,,0,8.50160853,Low,61.20954018
30,10.31771143,5.302388142,6.494641035,8.112548569,68.74748716,94.89605478,2.889700396,2.945185495,1,3.017311213,High,53.2673105
25,9.474163777,5.312261992,1.583517416,7.761462314,243.9411862,83.59673109,0.408363653,1.796626025,1,8.347092498,High,28.05083027
36,10.4421166,7.811188845,6.564926831,5.744399818,48.98261028,99.45026556,1.852764687,4.272291607,1,3.563379764,,28.68912154
18,8.750688762,6.284169153,6.395806431,8.507906111,137.9287338,97.52266771,1.636599396,5.664741016,1,8.897907008,High,57.8802992
37,0.659830328,,2.916098591,5.218256161,163.7168559,94.37168463,2.236514154,2.269128185,0,0.865607672,,56.71356664
23,11.13304134,7.10320911,6.490681408,7.509719491,,100,0,8.194142862,1,,High,47.28154211
20,8.61966034,5.053985639,0.474081838,6.953152308,265.831711,92.49881812,1.931607225,3.48859612,1,11.02638323,High,8.3656933
24,6.52906956,3.817577809,6.592142041,8.164839049,153.9962603,97.85891958,1.232050769,9.896547045,1,3.073104251,Medium,68.33390794
36,6.888674049,4.56657382,4.698700388,4.326592862,148.2872258,97.10788023,3.286339526,3.474269733,1,6.575820695,High,20.46531742
20,2.853530498,2.547999241,3.724571712,6.515695749,236.4395188,99.28427451,0.055553697,2.01277773,0,4.644060491,Low,68.28475079
26,,2.525704674,6.578719623,6.393789956,199.8746347,100,3.765900453,10.07238598,0,,Medium,75.55062383
24,,8.903526763,5.319363911,5.975600775,61.37713698,86.91005105,1.849543699,2.658950372,0,,,22.69409436
24,7.002151534,5.829092074,,6.085525387,81.42593778,96.43442102,1.742554942,2.893476325,1,,High,37.17613456
,6.785275995,6.408170648,6.045189997,6.08042387,,99.82562513,0.435003508,6.721982679,1,,High,28.74994771
19,3.377561066,2.422671268,7.020395521,9.172881808,,100,0.869903539,8.955673052,0,,Medium,73.50972582
19,1.883359789,0.889136326,1.912971046,4.886062481,61.34950001,100,2.059596176,1.825947987,0,-0.870698229,Low,29.94606465
17,5.211678092,2.46216044,1.227141086,8.430935879,326.8636349,94.10527063,0,1.358154865,0,9.208639864,Medium,12.76480326
30,6.077119688,2.208055932,5.078313817,9.329243746,293.3199857,99.02299313,1.638894665,8.913485841,1,,Medium,53.56653845
15,7.385189987,4.453766847,5.872469777,5.030534809,42.18814929,97.33100857,3.683540512,6.311585833,1,1.71230965,Medium,41.20712172
25,3.032151012,1.865325971,2.13854403,4.803452926,132.6843357,97.23130775,2.814994953,1.678740602,0,2.50521849,Low,28.34904494
29,3.942461899,1.254743783,2.439841617,7.863524334,201.7777721,95.0144378,1.71035354,4.964777197,0,6.862611529,Low,48.23503611
15,11.09069109,,2.949364303,7.009747943,244.625178,100,0.540113321,1.334289828,1,12.97348206,Medium,17.40229285
23,11.26569648,8.832943832,2.630692012,6.174550315,203.6777031,73.14736253,2.604318148,3.778153097,1,10.79643294,High,0
23,3.945673637,3.103421756,8.031761526,7.528360101,203.1030203,,0.429399595,8.50011223,0,4.084295741,Medium,74.04560874
22,6.944818253,2.522313748,5.125781635,7.833147818,310.0896518,100,0.463814549,6.038045188,1,7.650016051,Medium,43.5777449
16,7.47134801,3.394413747,0.069251799,6.69282311,108.6518936,100,0.417002396,0,1,5.832934423,Medium,13.64851411
32,10.1914565,6.168981313,6.730811381,3.177130664,74.17876019,,1.39295713,10.16157229,1,1.909077253,High,33.10704054
15,3.276978195,2.123974247,,5.509902149,80.35923688,99.02421301,3.921638221,2.492758738,0,,Low,40.14507837
27,2.116999572,1.483936645,,6.179648754,133.244481,98.57737397,3.120643668,1.510945734,0,5.699084857,Low,12.14613019
22,2.099659857,1.388542872,3.969688359,7.050078692,16.86926146,100,0,2.048808529,0,0.275578365,Low,52.254662
32,6.238148553,4.359035047,1.156296378,8.279129519,212.7587468,100,0.241119592,4.352243513,1,5.77636065,,18.05957119
17,8.817430034,5.78116806,1.680793092,6.941687741,184.9258115,88.46364685,1.201290332,0.787262643,1,6.16699635,High,0
,8.166734264,3.588763698,1.664490528,8.367386011,158.4557292,98.93795283,0.974630227,1.800163741,1,6.689602149,Medium,4.455651548
29,3.786453395,3.386571266,6.345203458,8.010617577,149.5476103,100,0,5.279075165,0,0.511344182,Medium,93.74182716
38,10.2771972,4.000875169,3.034553895,,94.38879523,92.65842708,1.497175021,3.511048609,1,4.298898953,High,4.502892683
15,,3.771419608,1.675311599,5.874727375,234.5538854,88.75144016,3.006969769,4.660147401,0,,Medium,0
16,3.762396993,2.039868354,2.355498793,9.297053773,273.5109475,99.95102681,0.662307404,0,0,4.572566859,Medium,55.35785041
,,5.860653528,3.073517441,7.589212452,132.8548441,94.29458385,1.139054863,2.0968847,0,,High,25.52934267
32,6.40388531,2.181131821,3.256979683,6.303974336,462.3587107,99.32802176,1.038681539,4.146702071,1,12.0546987,Medium,32.20725539
39,11.36033345,6.592124069,0.638308861,5.776252945,,93.97440665,2.22352462,2.898289533,1,,High,1.215229178
23,4.591107097,2.689663712,1.00122741,8.770139637,296.4964703,98.61595352,0.407481511,4.265071513,0,8.102382608,Medium,8.781949334
23,12.09875547,9.700182958,2.618924689,6.101229005,163.1762963,89.95680549,,2.608718975,1,10.25297772,High,2.258191895
21,7.260026268,3.673367267,5.6339231,7.470702806,241.4966858,95.66997867,1.774751394,5.084298814,1,3.675609491,Medium,47.06613718
21,10.63131748,8.075678598,4.686262756,6.810039538,263.5056332,79.49793569,0,2.355293077,1,10.68838535,High,0
19,,1.726557072,6.606190318,3.62406992,,94.46897202,4.77537779,7.95747397,0,,Low,60.54199441
22,8.550607536,5.597881801,7.458149971,4.413795105,38.0005687,96.91108167,4.148405317,6.414924223,1,2.225717264,High,39.52339875
15,3.716188317,1.953068627,1.761925372,5.953726721,,100,2.858129981,0.436300316,0,,Low,19.12847135
21,12.43353174,4.664925123,5.918695985,4.985238051,534.0195946,100,4.248292056,5.396272706,1,6.050329722,Medium,64.41303813
37,5.776114356,3.894598018,7.761998142,8.073148868,190.4964789,99.06042492,1.375590447,8.324023981,0,5.550792737,Medium,69.57340303
31,6.035744094,3.039082005,3.067362737,6.353903068,69.4042397,100,0,7.052272721,1,5.741806834,Medium,
24,2.44260338,,7.613423245,8.947204912,136.9464288,100,1.553398051,6.674691137,,0.309141894,,96.30247115
,5.729842224,2.012120738,7.113556803,7.394529187,100.0353923,99.79231799,0,10.28241073,0,1.396104287,Medium,80.12693248
27,8.594482291,5.046056851,7.894327387,,188.9626033,100,1.157085873,4.956717262,1,4.970859201,Medium,68.69280689
21,8.858344927,6.450845267,2.066644858,7.931545178,87.6287219,98.64236667,2.48016181,4.042130045,1,4.182841584,High,2.069492709
,2.499978716,1.523312578,7.608438314,5.893767916,12.01931407,100,3.373077063,5.545719042,0,-0.659213863,Low,100
22,9.056259504,5.873162958,,6.505420705,261.6358791,96.41781856,0.655370325,8.063572289,1,,High,
25,2.386209938,1.631510248,7.34912691,5.865907841,203.0558333,100,2.924044467,4.800732674,0,2.323016124,Low,
,,2.403087024,0.955980756,6.214206824,178.5926553,100,0,5.339921176,0,6.061952348,Low,14.62177201
33,8.274794829,7.919248927,8.012373003,,242.5830498,84.29322094,3.771463023,6.599863794,1,9.387367682,High,52.34728033
33,7.564085048,3.49398504,3.894656812,4.142864324,55.40076371,97.63294457,2.765595659,0,1,4.583779512,Medium,33.56929857
23,6.072338697,1.49253168,6.902694252,3.676520165,289.1368633,100,3.704822312,6.409765066,1,7.799065462,Low,80.60903279
30,4.043596022,2.433333879,0.586305476,6.230064313,92.60468726,98.98524669,3.269773695,0,0,2.510090971,Low,33.33070862
36,9.53274533,,4.394413119,7.501422985,288.7773935,96.19379865,1.23438567,4.758480615,1,3.977662683,High,
32,10.18862507,8.158966588,4.942070056,5.958499962,172.8774796,73.59181096,,2.65443627,1,8.240650453,High,4.212180617
26,7.665753058,2.244890465,0.635136062,7.837331783,80.53618111,100,3.658441556,3.603504652,1,6.84601158,Medium,34.88246971
30,6.249381697,6.562810374,5.529129777,4.73958662,214.7766792,98.04492098,2.706756613,8.299029761,1,6.246374145,High,10.07092497
23,10.72119539,4.413413164,4.030942189,5.827360679,,100,3.668330562,3.117761886,1,11.55013085,Medium,14.74525522
,7.46150267,5.730825061,,7.410975296,165.5178469,84.47802589,3.216684645,3.485308003,1,5.319964632,High,18.97916725
38,7.42644491,4.946297497,2.646740826,4.24540837,145.1998999,94.08178699,2.170260555,3.650762179,1,6.860229297,Medium,28.10200966
32,6.27831092,2.328847861,0.821280135,5.222817011,199.6016979,100,0,1.965316082,1,9.829093113,Medium,18.87594628
29,9.424837064,5.141687619,3.827582788,4.515862062,67.59094285,96.41603686,1.871885672,1.666581899,1,6.247298372,High,6.746968298
22,,5.829082109,5.345043675,4.433121481,157.0809807,100,3.196689995,7.639970811,1,9.280519774,High,26.9850088
38,7.758604236,4.764652696,6.781889865,5.054287328,100.205068,100,2.337926429,10.31248755,1,6.547149554,Medium,58.33895368
26,,2.407849357,5.369465827,7.147999664,7.555967612,96.43285971,1.001395725,5.906938976,0,,Medium,64.00962516
17,5.044928704,1.719040144,1.878353184,6.447157729,195.4015385,94.58687167,0.136074922,0.746480552,0,7.30535132,Low,29.7057062
18,7.354912107,2.545527246,2.937700861,5.880813399,70.03064385,99.87475088,1.906489714,,1,2.932849574,Medium,33.69888612
25,3.708466257,3.044693831,4.825988794,6.812311735,276.9104125,100,0.081455485,2.466803814,0,3.729677943,Medium,45.4250716
26,7.235930083,6.129546667,6.253913315,7.758100872,,100,1.910098048,6.996509377,1,,High,63.08402572
17,6.407755451,5.059492042,8.080903823,4.726844417,65.39959999,100,3.079780474,5.588634578,1,5.595916662,High,64.13468651
24,2.552310562,3.39688312,6.142937736,8.003087246,203.6495454,100,2.064254644,7.503710117,0,2.418664644,Medium,82.92019244
19,10.84818082,5.264790028,3.87994529,5.973403442,160.6701552,,0.84558988,0.602743389,1,3.957077076,High,39.4144184
39,3.939077686,3.543818109,6.472326807,7.700376566,97.65829687,100,0,9.328351257,0,-0.908209461,Medium,91.56120703
35,9.409351142,4.889879629,6.493165188,8.453289069,182.0609029,100,0,2.29479746,1,7.354702803,High,66.94866403
30,4.851172203,2.739773635,6.880312565,,159.0953601,99.75945409,2.537239032,8.219185865,0,2.025748977,Low,94.77252692
34,3.789918844,1.618258731,4.261600115,7.679815513,204.5122758,99.35867332,2.105646844,1.119479911,0,0.620352824,Medium,35.82724297
36,6.12825076,1.682368369,,7.269031159,302.6844188,100,0.451686355,2.002557132,1,,Medium,13.68011219
25,10.45237935,4.575090968,8.204698942,8.196896715,,92.76427652,,5.19008105,1,7.708888128,High,68.32962976
37,12.90454487,4.831732525,0.67478747,4.572463115,713.4121405,78.3612957,2.827891653,2.252502316,1,11.2603387,Medium,14.57360582
,10.84132828,5.69347467,2.482266643,5.240101282,299.1652048,83.93131395,2.736201943,1.019377663,1,9.767857031,High,0
33,7.281156349,6.300735753,5.323856595,4.887936884,158.7082507,96.78353327,1.244260315,4.337112016,1,6.515543862,High,17.88641599
27,14.21363558,7.393817089,7.933477456,,494.9912533,100,0.959441351,8.485712117,1,16.45645894,High,17.7402347
18,13.9555128,4.620210677,5.085179174,4.487786892,445.148452,95.51957087,1.199759459,4.254370735,1,12.78775075,Medium,33.8222127
37,5.152963502,1.969892571,5.462097852,6.691676665,1.239312352,94.00893433,1.569426908,8.720330092,0,0.720200189,Medium,57.29836508
20,3.838317338,0.795971628,6.004060232,5.290600705,204.7753516,100,2.642663509,5.419776589,0,3.012483876,Low,50.18245534
20,9.637110989,4.332804701,2.213887566,6.936959646,212.9137047,96.61651346,0,3.323224273,1,9.490423308,Medium,27.59218582
33,11.12831186,6.246166551,2.198597072,7.386800674,27.60000166,88.96668962,0,2.717604814,1,4.23210902,High,8.235910064
17,2.918497926,3.468471845,4.870732991,5.190075011,242.9537099,100,2.746199919,6.511695132,0,2.430748845,,42.53270954
16,0.461282697,0.799479588,1.209280657,8.772497355,130.3483076,100,0.981089323,2.133388684,0,2.579996527,Low,52.74274678
15,,4.010785689,4.469920014,8.687749494,0,100,0.154108646,4.68785314,0,,,52.92302034
15,5.512249007,3.124775269,2.943203095,5.443601137,117.1264968,100,3.27783163,3.210724566,0,5.236839023,Medium,33.91431282
16,6.370930563,1.665976065,4.572223318,7.421655105,174.3832965,96.53503499,0.263833117,5.504680883,1,7.315134736,Medium,67.80347029
30,2.724256628,1.971458724,4.465070648,4.870682108,59.93383429,99.75731688,3.932319332,0.495111807,0,3.059326626,Medium,73.15809231
27,,2.012762603,3.40262787,8.782518457,91.45495898,100,1.036218439,3.338571898,0,3.567132035,,55.3940715
23,3.973424988,1.518810935,6.900860458,4.900048637,276.5518797,97.96857454,2.218511091,4.465058991,0,4.252515631,Low,75.59605259
38,3.041605982,0.965328746,0.111928396,7.912720349,12.76660013,97.00500009,,3.104940602,0,0.003097218,Low,59.48408148
25,8.739686484,4.216119431,1.5116188,4.416485994,47.04048462,98.00581186,2.981472125,3.619368497,1,1.683951395,Medium,19.91037879
22,8.688339609,4.675655563,0.773345144,6.399426738,195.0618796,87.50617103,0.305793521,4.659333014,1,10.39250296,High,
34,2.984483673,2.135646886,2.560668066,8.165992084,134.9202624,100,2.123871399,4.558891268,0,2.761236497,Medium,44.3511868
39,5.936787136,4.397313897,5.028839375,7.089985643,103.4244838,95.86554269,0.269406868,3.933097716,0,0.118690479,Medium,51.90621347
38,,8.174558744,2.625680404,7.748378862,239.8614934,90.58186969,2.096161355,,0,,High,3.404485627
16,3.866976631,2.310193666,4.911314314,3.450211128,242.2598666,100,3.259913342,4.69147989,0,5.493825257,Medium,59.09363869
23,5.018689245,2.70554706,0.738450876,7.31439661,163.3911941,96.75105408,0.776446949,2.716342782,0,,Medium,6.794478993
28,9.747362169,6.460592269,6.671686054,8.709853126,92.86837368,98.17002892,2.633117954,7.672495071,1,4.206459379,High,64.43137704
35,10.44791029,4.951877504,,7.142785845,177.0638503,93.45029355,0,1.966178843,1,,High,24.88658757
36,6.247382607,3.029179613,0.232830478,4.726663391,97.18879442,100,1.458027729,0,1,5.88911572,Medium,14.52945968
20,,0.771058906,0.827073547,8.180940436,,100,0,5.517269138,0,,Low,4.74719008
39,4.585193608,2.137463539,2.703368746,9.579760472,113.598377,100,1.857365175,2.977178215,0,3.193752163,Medium,45.32157838
35,12.76229284,8.609626805,2.340428562,6.190525827,26.38634835,80.68036525,0.760501537,3.56729422,1,8.833800938,High,10.67371046
20,4.784478573,1.156338445,2.1403091,5.49628801,51.29930947,93.81951354,0.725589915,2.847183174,0,4.667071148,Low,23.2629893
29,3.423027346,1.001909849,2.968725939,6.82694843,63.21477842,97.04450203,1.172871275,3.736309636,0,3.214719448,Low,56.32788062
19,9.43889149,7.514355482,2.220167256,4.751821252,298.7547784,70.46481867,4.170896853,3.591335884,1,7.808546837,High,0
,3.154937294,1.197920031,7.472095909,6.393381853,3.358890705,97.75377169,2.609359322,6.874126738,0,-3.098700363,Low,100
31,6.148830813,2.625738557,5.072462746,,100.3864735,,3.928960258,3.173554067,1,5.958441223,Low,48.91093844
31,4.027937714,2.324293401,7.918523773,6.810342225,219.0432185,100,0.644758659,,0,-0.35741308,Low,94.93832315
22,1.735326742,2.065066664,3.802560657,4.881708775,272.0542611,99.29931495,2.237463123,4.868902329,0,4.986021633,Low,32.01586061
35,10.12086148,8.88711589,,6.673863067,110.8017135,93.05938792,1.895663159,2.129242678,1,,High,19.36772644
29,8.42140037,6.20055236,1.967536318,5.1697353,121.6775614,82.18349384,1.546837194,2.11519793,1,5.074564134,High,0
17,10.43054456,9.316136859,7.490133716,7.009727144,189.2075313,100,0.303697248,7.693816743,1,6.681740305,High,48.71219511
15,6.217482542,3.243168484,5.959602439,6.948971785,349.0091445,97.22775049,0,6.152640079,1,9.1416376,Medium,80.40286977
16,3.386737209,1.982722477,5.950207521,4.547841579,56.68675427,99.42150168,4.490939658,5.936319154,0,-0.132400039,Medium,53.12740068
32,4.378687596,1.660357271,3.001458335,4.213385437,261.6071925,98.19965635,,2.785333689,0,8.283870768,Low,25.23584604
22,2.883443817,2.646708753,,6.804517078,37.56501235,100,1.690309249,1.524153009,0,,Medium,87.24677466
24,7.578060535,5.665278659,5.721567209,8.05384282,45.89174749,100,0,6.118654793,1,2.630477843,,38.58497482
17,1.118119109,1.528917384,0.482331919,9.749062274,55.32046256,100,0,3.102464971,0,-0.132093397,Low,39.65774226
27,10.60426232,9.486166701,1.632329637,5.066538322,171.2438989,73.09441238,4.331082857,3.179400207,1,8.055988499,High,11.99181619
25,11.35859954,3.093601092,6.565795138,4.03395213,248.4989228,96.48187074,3.194835441,5.138288882,1,12.90088014,,49.41082096
28,,2.916603239,7.859139938,5.480778801,234.7448952,100,3.769537271,8.021457759,0,3.158530498,Medium,63.64166586
,14.20297346,5.062355002,2.544866877,9.073737848,128.0654051,100,1.649819083,3.862327272,1,11.96089622,Medium,26.01735936
33,6.884489077,2.650599322,6.491653531,4.613077859,251.459992,97.02150392,4.116231892,9.667214007,1,3.013585226,Medium,79.83060313
,7.442032944,3.932998691,,5.935626043,57.94265523,100,0.760516507,3.378745859,1,,High,
33,,8.561415192,7.982550318,4.668123948,226.9602868,92.70377052,1.294209956,8.335199797,0,,High,27.68667439
36,6.284109785,2.218328253,1.7785045,5.936901489,169.1819328,98.0197208,2.264177633,3.258284127,1,7.89031966,Medium,7.925122479
19,,7.080462668,7.959344789,4.096215415,229.4495866,92.59710357,2.641192378,6.201823638,0,,High,16.14026847
22,10.13102276,3.757477799,,6.192884548,57.66390854,94.10755433,0,1.482174919,1,,Medium,31.42053443
26,,2.031229994,6.748472113,5.541490694,213.7032691,94.96401534,2.574310436,7.579828909,0,,Medium,79.12132688
29,11.9278508,7.605773941,,5.929305425,171.5549719,90.41344506,3.781612064,,1,7.820964188,High,5.440110199
36,7.201043982,5.009176326,8.107022057,5.447761654,261.1495032,98.65334386,4.003689249,3.108927298,1,5.734042717,Medium,60.81040863
,9.367743497,,8.35311102,4.113034068,279.8688405,97.42463747,2.663941633,7.598953574,1,11.82811781,Medium,59.46758954
26,5.155750069,4.161793589,3.705999108,5.721274741,176.2392213,96.61967486,2.372115444,,0,2.750376868,Medium,40.65153135
